,problem,problem_entities
47,The contrast in interval between bbf19 and G13a should be greater than the contrast in interval between p10b and S25.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The contrast in interval between""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""bbf19""}, {""start"": 38, ""end"": 42, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 43, ""end"": 47, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""G13a""}, {""start"": 47, ""end"": 57, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 58, ""end"": 70, ""type"": ""DistgtDist"", ""entity"": ""greater than""}, {""start"": 70, ""end"": 103, ""type"": ""DESC"", ""entity"": "" the contrast in interval between""}, {""start"": 104, ""end"": 108, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""p10b""}, {""start"": 108, ""end"": 112, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 113, ""end"": 116, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""S25""}, {""start"": 116, ""end"": 116, ""type"": ""DESC"", ""entity"": "".""}]"
48,The difference in distance between ZP3K9 and XY78Q should be greater than the difference in distance between JG6T9 and PL4A7.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 40, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""ZP3K9""}, {""start"": 40, ""end"": 44, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 45, ""end"": 50, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""XY78Q""}, {""start"": 50, ""end"": 60, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 61, ""end"": 73, ""type"": ""DistgtDist"", ""entity"": ""greater than""}, {""start"": 73, ""end"": 108, ""type"": ""DESC"", ""entity"": "" the difference in distance between""}, {""start"": 109, ""end"": 114, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""JG6T9""}, {""start"": 114, ""end"": 118, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 119, ""end"": 124, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""PL4A7""}, {""start"": 124, ""end"": 124, ""type"": ""DESC"", ""entity"": "".""}]"
49,The distance between c6On and xY2mF must be greater than or equal to the distance between aD9p and wR4s.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""c6On""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 35, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""xY2mF""}, {""start"": 35, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 44, ""end"": 68, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 68, ""end"": 89, ""type"": ""DESC"", ""entity"": "" the distance between""}, {""start"": 90, ""end"": 94, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""aD9p""}, {""start"": 94, ""end"": 98, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 99, ""end"": 103, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""wR4s""}, {""start"": 103, ""end"": 103, ""type"": ""DESC"", ""entity"": "".""}]"
50,The separation from ebvi to bnrkj should be greater than or equal to the separation from vekjj 93 to veoo56.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""ebvi""}, {""start"": 24, ""end"": 27, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 28, ""end"": 33, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""bnrkj""}, {""start"": 33, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 44, ""end"": 68, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 68, ""end"": 88, ""type"": ""DESC"", ""entity"": "" the separation from""}, {""start"": 89, ""end"": 97, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""vekjj 93""}, {""start"": 97, ""end"": 100, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 101, ""end"": 107, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""veoo56""}, {""start"": 107, ""end"": 107, ""type"": ""DESC"", ""entity"": "".""}]"
51,The interval between Lumin and Zypher ought to be greater than or equal to the interval between Blaze and Gale.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Lumin""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Zypher""}, {""start"": 37, ""end"": 49, ""type"": ""DESC"", ""entity"": "" ought to be""}, {""start"": 50, ""end"": 74, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 74, ""end"": 95, ""type"": ""DESC"", ""entity"": "" the interval between""}, {""start"": 96, ""end"": 101, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""Blaze""}, {""start"": 101, ""end"": 105, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 106, ""end"": 110, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Gale""}, {""start"": 110, ""end"": 110, ""type"": ""DESC"", ""entity"": "".""}]"
52,The space separating infinity9 and equator15 should be greater than or equal to the space separating nebula6 and firefly15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 30, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""infinity9""}, {""start"": 30, ""end"": 34, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 35, ""end"": 44, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""equator15""}, {""start"": 44, ""end"": 54, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 55, ""end"": 79, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 79, ""end"": 100, ""type"": ""DESC"", ""entity"": "" the space separating""}, {""start"": 101, ""end"": 108, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""nebula6""}, {""start"": 108, ""end"": 112, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 113, ""end"": 122, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""firefly15""}, {""start"": 122, ""end"": 122, ""type"": ""DESC"", ""entity"": "".""}]"
53,The distance from PqR23 to Dd7Sd should be greater than or equal to the distance from yXc to 22ddG.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 23, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""PqR23""}, {""start"": 23, ""end"": 26, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 27, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Dd7Sd""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 67, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 67, ""end"": 85, ""type"": ""DESC"", ""entity"": "" the distance from""}, {""start"": 86, ""end"": 89, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""yXc""}, {""start"": 89, ""end"": 92, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 93, ""end"": 98, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""22ddG""}, {""start"": 98, ""end"": 98, ""type"": ""DESC"", ""entity"": "".""}]"
54,The measure of separation between  KDH 13 and  pFnt 5 should be greater than or equal to the measure of separation between  ERFnt 16 and  poVRF 9.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The measure of separation between ""}, {""start"": 35, ""end"": 41, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""KDH 13""}, {""start"": 41, ""end"": 46, ""type"": ""DESC"", ""entity"": "" and ""}, {""start"": 47, ""end"": 53, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""pFnt 5""}, {""start"": 53, ""end"": 63, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 64, ""end"": 88, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 88, ""end"": 123, ""type"": ""DESC"", ""entity"": "" the measure of separation between ""}, {""start"": 124, ""end"": 132, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""ERFnt 16""}, {""start"": 132, ""end"": 137, ""type"": ""DESC"", ""entity"": "" and ""}, {""start"": 138, ""end"": 145, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""poVRF 9""}, {""start"": 145, ""end"": 145, ""type"": ""DESC"", ""entity"": "".""}]"
55,The length between s1Bg and p5Dh should be greater than or equal to the length between r6Ej and w4Fk.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 23, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""s1Bg""}, {""start"": 23, ""end"": 27, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 28, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""p5Dh""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 67, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 67, ""end"": 86, ""type"": ""DESC"", ""entity"": "" the length between""}, {""start"": 87, ""end"": 91, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""r6Ej""}, {""start"": 91, ""end"": 95, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 96, ""end"": 100, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""w4Fk""}, {""start"": 100, ""end"": 100, ""type"": ""DESC"", ""entity"": "".""}]"
56,The gap between cKl3 and Rf7o must be greater than or equal to the gap between M6nG and Yp2j.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 20, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""cKl3""}, {""start"": 20, ""end"": 24, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 25, ""end"": 29, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Rf7o""}, {""start"": 29, ""end"": 37, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 38, ""end"": 62, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 62, ""end"": 78, ""type"": ""DESC"", ""entity"": "" the gap between""}, {""start"": 79, ""end"": 83, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""M6nG""}, {""start"": 83, ""end"": 87, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 88, ""end"": 92, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Yp2j""}, {""start"": 92, ""end"": 92, ""type"": ""DESC"", ""entity"": "".""}]"
57,The difference in distance between nT7v and k3MwGq should be greater than or equal to the difference in distance between bA2f and oZ5l.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 39, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""nT7v""}, {""start"": 39, ""end"": 43, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 44, ""end"": 50, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""k3MwGq""}, {""start"": 50, ""end"": 60, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 61, ""end"": 85, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 85, ""end"": 120, ""type"": ""DESC"", ""entity"": "" the difference in distance between""}, {""start"": 121, ""end"": 125, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""bA2f""}, {""start"": 125, ""end"": 129, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 130, ""end"": 134, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""oZ5l""}, {""start"": 134, ""end"": 134, ""type"": ""DESC"", ""entity"": "".""}]"
58,The discrepancy between the gap from Astra to Nova and the gap from Cosmo to Luna should be discernible.,"[{""start"": 0, ""end"": 36, ""type"": ""DESC"", ""entity"": ""The discrepancy between the gap from""}, {""start"": 37, ""end"": 42, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Astra""}, {""start"": 42, ""end"": 45, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 46, ""end"": 50, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Nova""}, {""start"": 50, ""end"": 67, ""type"": ""DESC"", ""entity"": "" and the gap from""}, {""start"": 68, ""end"": 73, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""Cosmo""}, {""start"": 73, ""end"": 76, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 77, ""end"": 81, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Luna""}, {""start"": 81, ""end"": 91, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 92, ""end"": 103, ""type"": ""DistneDist"", ""entity"": ""discernible""}, {""start"": 103, ""end"": 103, ""type"": ""DESC"", ""entity"": "".""}]"
59,The divergence in length between poFEt 6 and poFE should be greater than or equal to the divergence in length between pocEF and poiFEF.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The divergence in length between""}, {""start"": 33, ""end"": 40, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""poFEt 6""}, {""start"": 40, ""end"": 44, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 45, ""end"": 49, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""poFE""}, {""start"": 49, ""end"": 117, ""type"": ""DESC"", ""entity"": "" should be greater than or equal to the divergence in length between""}, {""start"": 118, ""end"": 123, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""pocEF""}, {""start"": 123, ""end"": 127, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 128, ""end"": 134, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""poiFEF""}, {""start"": 134, ""end"": 134, ""type"": ""DESC"", ""entity"": "".""}]"
60,The dissimilarity in distance between u7Gi and y9Hm should be greater than or equal to the dissimilarity in distance between t2In and v6Jo.,"[{""start"": 0, ""end"": 37, ""type"": ""DESC"", ""entity"": ""The dissimilarity in distance between""}, {""start"": 38, ""end"": 42, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""u7Gi""}, {""start"": 42, ""end"": 46, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 47, ""end"": 51, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""y9Hm""}, {""start"": 51, ""end"": 61, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 62, ""end"": 86, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 86, ""end"": 124, ""type"": ""DESC"", ""entity"": "" the dissimilarity in distance between""}, {""start"": 125, ""end"": 129, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""t2In""}, {""start"": 129, ""end"": 133, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 134, ""end"": 138, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""v6Jo""}, {""start"": 138, ""end"": 138, ""type"": ""DESC"", ""entity"": "".""}]"
61,The variation in separation between quasar11 and celestial8 should be greater than or equal to the variation in separation between nebula6 and firefly14.,"[{""start"": 0, ""end"": 35, ""type"": ""DESC"", ""entity"": ""The variation in separation between""}, {""start"": 36, ""end"": 44, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""quasar11""}, {""start"": 44, ""end"": 48, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 49, ""end"": 59, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""celestial8""}, {""start"": 59, ""end"": 69, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 70, ""end"": 94, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 94, ""end"": 130, ""type"": ""DESC"", ""entity"": "" the variation in separation between""}, {""start"": 131, ""end"": 138, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""nebula6""}, {""start"": 138, ""end"": 142, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 143, ""end"": 152, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""firefly14""}, {""start"": 152, ""end"": 152, ""type"": ""DESC"", ""entity"": "".""}]"
62,The contrast in interval between cvo and G13a should be greater than or equal to the contrast in interval between Kp10 and fv25q.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The contrast in interval between""}, {""start"": 33, ""end"": 36, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""cvo""}, {""start"": 36, ""end"": 40, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 41, ""end"": 45, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""G13a""}, {""start"": 45, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 56, ""end"": 80, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 80, ""end"": 113, ""type"": ""DESC"", ""entity"": "" the contrast in interval between""}, {""start"": 114, ""end"": 118, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""Kp10""}, {""start"": 118, ""end"": 122, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 123, ""end"": 128, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""fv25q""}, {""start"": 128, ""end"": 128, ""type"": ""DESC"", ""entity"": "".""}]"
63,The difference in distance between Neon and Electron should be greater than or equal to the difference in distance between Quasar and Galaxy.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 39, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Neon""}, {""start"": 39, ""end"": 43, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 44, ""end"": 52, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Electron""}, {""start"": 52, ""end"": 62, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 63, ""end"": 87, ""type"": ""DistgeDist"", ""entity"": ""greater than or equal to""}, {""start"": 87, ""end"": 122, ""type"": ""DESC"", ""entity"": "" the difference in distance between""}, {""start"": 123, ""end"": 129, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""Quasar""}, {""start"": 129, ""end"": 133, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 134, ""end"": 140, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Galaxy""}, {""start"": 140, ""end"": 140, ""type"": ""DESC"", ""entity"": "".""}]"
64,The distance between sP8d and tL1jQ must be less than the distance between r6Vf and hC9x.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""sP8d""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 35, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""tL1jQ""}, {""start"": 35, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 44, ""end"": 53, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 53, ""end"": 74, ""type"": ""DESC"", ""entity"": "" the distance between""}, {""start"": 75, ""end"": 79, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""r6Vf""}, {""start"": 79, ""end"": 83, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 84, ""end"": 88, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""hC9x""}, {""start"": 88, ""end"": 88, ""type"": ""DESC"", ""entity"": "".""}]"
65,The separation from ckek9 to lsion ed should be less than the separation from loczd67 to cdk.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""ckek9""}, {""start"": 25, ""end"": 28, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""lsion""}, {""start"": 34, ""end"": 47, ""type"": ""DESC"", ""entity"": "" ed should be""}, {""start"": 48, ""end"": 57, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 57, ""end"": 77, ""type"": ""DESC"", ""entity"": "" the separation from""}, {""start"": 78, ""end"": 85, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""loczd67""}, {""start"": 85, ""end"": 88, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 89, ""end"": 92, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""cdk""}, {""start"": 92, ""end"": 92, ""type"": ""DESC"", ""entity"": "".""}]"
66,The interval between Solstice and Equinox ought to be less than the interval between Nimbus and Thunder.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 29, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Solstice""}, {""start"": 29, ""end"": 33, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 34, ""end"": 41, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Equinox""}, {""start"": 41, ""end"": 53, ""type"": ""DESC"", ""entity"": "" ought to be""}, {""start"": 54, ""end"": 63, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 63, ""end"": 84, ""type"": ""DESC"", ""entity"": "" the interval between""}, {""start"": 85, ""end"": 91, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""Nimbus""}, {""start"": 91, ""end"": 95, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 96, ""end"": 103, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Thunder""}, {""start"": 103, ""end"": 103, ""type"": ""DESC"", ""entity"": "".""}]"
67,The space separating infinity9 and equator15 should be less than the space separating nebula6 and firefly15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 30, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""infinity9""}, {""start"": 30, ""end"": 34, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 35, ""end"": 44, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""equator15""}, {""start"": 44, ""end"": 54, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 55, ""end"": 64, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 64, ""end"": 85, ""type"": ""DESC"", ""entity"": "" the space separating""}, {""start"": 86, ""end"": 93, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""nebula6""}, {""start"": 93, ""end"": 97, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 98, ""end"": 107, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""firefly15""}, {""start"": 107, ""end"": 107, ""type"": ""DESC"", ""entity"": "".""}]"
68,The distance from K4lm to x99PpQ should be less than the distance from D1qwer to Zz9kpo.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 22, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""K4lm""}, {""start"": 22, ""end"": 25, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 26, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""x99PpQ""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 52, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 52, ""end"": 70, ""type"": ""DESC"", ""entity"": "" the distance from""}, {""start"": 71, ""end"": 77, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""D1qwer""}, {""start"": 77, ""end"": 80, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 81, ""end"": 87, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Zz9kpo""}, {""start"": 87, ""end"": 87, ""type"": ""DESC"", ""entity"": "".""}]"
69,The measure of separation between  VBRD 13 and  NRLFt 5 should be less than the measure of separation between  poVER 16 and  VRFR 9.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The measure of separation between ""}, {""start"": 35, ""end"": 42, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""VBRD 13""}, {""start"": 42, ""end"": 47, ""type"": ""DESC"", ""entity"": "" and ""}, {""start"": 48, ""end"": 55, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""NRLFt 5""}, {""start"": 55, ""end"": 65, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 66, ""end"": 75, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 75, ""end"": 110, ""type"": ""DESC"", ""entity"": "" the measure of separation between ""}, {""start"": 111, ""end"": 119, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""poVER 16""}, {""start"": 119, ""end"": 124, ""type"": ""DESC"", ""entity"": "" and ""}, {""start"": 125, ""end"": 131, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""VRFR 9""}, {""start"": 131, ""end"": 131, ""type"": ""DESC"", ""entity"": "".""}]"
70,The length between s1Kp and p5Lq should be less than the length between r6Ms and w4Nt.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 23, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""s1Kp""}, {""start"": 23, ""end"": 27, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 28, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""p5Lq""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 52, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 52, ""end"": 71, ""type"": ""DESC"", ""entity"": "" the length between""}, {""start"": 72, ""end"": 76, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""r6Ms""}, {""start"": 76, ""end"": 80, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 81, ""end"": 85, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""w4Nt""}, {""start"": 85, ""end"": 85, ""type"": ""DESC"", ""entity"": "".""}]"
71,The gap between tF4w and P9zB must be less than the gap between Kq2d and lV7m.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 20, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""tF4w""}, {""start"": 20, ""end"": 24, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 25, ""end"": 29, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""P9zB""}, {""start"": 29, ""end"": 37, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 38, ""end"": 47, ""type"": ""DistltDist"", ""entity"": ""less than""}, {""start"": 47, ""end"": 63, ""type"": ""DESC"", ""entity"": "" the gap between""}, {""start"": 64, ""end"": 68, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""Kq2d""}, {""start"": 68, ""end"": 72, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 73, ""end"": 77, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""lV7m""}, {""start"": 77, ""end"": 77, ""type"": ""DESC"", ""entity"": "".""}]"
