,problem,problem_entities
67,The distance between C23 and HLse must be greater than or equal to 7.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""C23""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 33, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""HLse""}, {""start"": 33, ""end"": 41, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 42, ""end"": 66, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 67, ""end"": 68, ""type"": ""Parameter"", ""entity"": ""7""}, {""start"": 68, ""end"": 68, ""type"": ""DESC"", ""entity"": "".""}]"
68,The required span from GHJ to BB must be less than 50 units.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The required span from""}, {""start"": 23, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""GHJ""}, {""start"": 26, ""end"": 29, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 30, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""BB""}, {""start"": 32, ""end"": 40, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 41, ""end"": 50, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 51, ""end"": 53, ""type"": ""Parameter"", ""entity"": ""50""}, {""start"": 53, ""end"": 59, ""type"": ""DESC"", ""entity"": "" units.""}]"
69,Maintain a gap less than 30 units between d1 and e.,"[{""start"": 0, ""end"": 14, ""type"": ""DESC"", ""entity"": ""Maintain a gap""}, {""start"": 15, ""end"": 24, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 25, ""end"": 27, ""type"": ""Parameter"", ""entity"": ""30""}, {""start"": 27, ""end"": 41, ""type"": ""DESC"", ""entity"": "" units between""}, {""start"": 42, ""end"": 44, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""d1""}, {""start"": 44, ""end"": 48, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 49, ""end"": 50, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""e""}, {""start"": 50, ""end"": 50, ""type"": ""DESC"", ""entity"": "".""}]"
70,"The discrepancy between 2Z5 and ppid0 should be less than 12, absolute in value.","[{""start"": 0, ""end"": 23, ""type"": ""DESC"", ""entity"": ""The discrepancy between""}, {""start"": 24, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""2Z5""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""ppid0""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 57, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 58, ""end"": 60, ""type"": ""Parameter"", ""entity"": ""12""}, {""start"": 60, ""end"": 79, ""type"": ""DESC"", ""entity"": "", absolute in value.""}]"
71,Ensure a distance less than 35 is maintained between E90 and LHONukl.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""Ensure a distance""}, {""start"": 18, ""end"": 27, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 28, ""end"": 30, ""type"": ""Parameter"", ""entity"": ""35""}, {""start"": 30, ""end"": 52, ""type"": ""DESC"", ""entity"": "" is maintained between""}, {""start"": 53, ""end"": 56, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""E90""}, {""start"": 56, ""end"": 60, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 61, ""end"": 68, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""LHONukl""}, {""start"": 68, ""end"": 68, ""type"": ""DESC"", ""entity"": "".""}]"
72,The distance between CI90 and Oplm must be less than 15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""CI90""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Oplm""}, {""start"": 34, ""end"": 42, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 43, ""end"": 52, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 53, ""end"": 55, ""type"": ""Parameter"", ""entity"": ""15""}, {""start"": 55, ""end"": 55, ""type"": ""DESC"", ""entity"": "".""}]"
73,The required span from A to SS must be less than or equal to 55 units.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The required span from""}, {""start"": 23, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""A""}, {""start"": 24, ""end"": 27, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 28, ""end"": 30, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""SS""}, {""start"": 30, ""end"": 38, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 39, ""end"": 60, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 61, ""end"": 63, ""type"": ""Parameter"", ""entity"": ""55""}, {""start"": 63, ""end"": 69, ""type"": ""DESC"", ""entity"": "" units.""}]"
74,Maintain a gap less than or equal to 35 units between d1 and e.,"[{""start"": 0, ""end"": 14, ""type"": ""DESC"", ""entity"": ""Maintain a gap""}, {""start"": 15, ""end"": 36, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 37, ""end"": 39, ""type"": ""Parameter"", ""entity"": ""35""}, {""start"": 39, ""end"": 53, ""type"": ""DESC"", ""entity"": "" units between""}, {""start"": 54, ""end"": 56, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""d1""}, {""start"": 56, ""end"": 60, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 61, ""end"": 62, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""e""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
75,"The discrepancy between NGCv5 and sid 0 should be less than or equal to 15, absolute in value.","[{""start"": 0, ""end"": 23, ""type"": ""DESC"", ""entity"": ""The discrepancy between""}, {""start"": 24, ""end"": 29, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""NGCv5""}, {""start"": 29, ""end"": 33, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 34, ""end"": 39, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""sid 0""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 71, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 72, ""end"": 74, ""type"": ""Parameter"", ""entity"": ""15""}, {""start"": 74, ""end"": 93, ""type"": ""DESC"", ""entity"": "", absolute in value.""}]"
76,Ensure a distance less than or equal to 40 is maintained between KJHNd and oRT7.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""Ensure a distance""}, {""start"": 18, ""end"": 39, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 40, ""end"": 42, ""type"": ""Parameter"", ""entity"": ""40""}, {""start"": 42, ""end"": 64, ""type"": ""DESC"", ""entity"": "" is maintained between""}, {""start"": 65, ""end"": 70, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""KJHNd""}, {""start"": 70, ""end"": 74, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 75, ""end"": 79, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""oRT7""}, {""start"": 79, ""end"": 79, ""type"": ""DESC"", ""entity"": "".""}]"
77,The separation between NodeA and KaB must be less than or equal to 30 units precisely.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""NodeA""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""KaB""}, {""start"": 36, ""end"": 44, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 45, ""end"": 66, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 67, ""end"": 69, ""type"": ""Parameter"", ""entity"": ""30""}, {""start"": 69, ""end"": 85, ""type"": ""DESC"", ""entity"": "" units precisely.""}]"
78,The distance between C and ERHJ must be less than or equal to 20.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 22, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""C""}, {""start"": 22, ""end"": 26, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 27, ""end"": 31, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""ERHJ""}, {""start"": 31, ""end"": 39, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 40, ""end"": 61, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 62, ""end"": 64, ""type"": ""Parameter"", ""entity"": ""20""}, {""start"": 64, ""end"": 64, ""type"": ""DESC"", ""entity"": "".""}]"
79,The distance between ABC2 and Fy56 must be less than or equal to 1290.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""ABC2""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Fy56""}, {""start"": 34, ""end"": 42, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 43, ""end"": 64, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 65, ""end"": 69, ""type"": ""Parameter"", ""entity"": ""1290""}, {""start"": 69, ""end"": 69, ""type"": ""DESC"", ""entity"": "".""}]"
80,The length between Mn12 and vB3uH should be equal to 8.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 23, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Mn12""}, {""start"": 23, ""end"": 27, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 28, ""end"": 33, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""vB3uH""}, {""start"": 33, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 44, ""end"": 52, ""type"": ""DisteqValue"", ""entity"": ""equal to""}, {""start"": 53, ""end"": 54, ""type"": ""Parameter"", ""entity"": ""8""}, {""start"": 54, ""end"": 54, ""type"": ""DESC"", ""entity"": "".""}]"
81,The length between fH6G7 and TqP3E should be equal to 9.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""fH6G7""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""TqP3E""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 53, ""type"": ""DisteqValue"", ""entity"": ""equal to""}, {""start"": 54, ""end"": 55, ""type"": ""Parameter"", ""entity"": ""9""}, {""start"": 55, ""end"": 55, ""type"": ""DESC"", ""entity"": "".""}]"
82,The separation between r88tG and LfH3j should be less than 7.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""r88tG""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""LfH3j""}, {""start"": 38, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 49, ""end"": 58, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 59, ""end"": 60, ""type"": ""Parameter"", ""entity"": ""7""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
83,The length between vF5Df and m2r9Q should be less than 8.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""vF5Df""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""m2r9Q""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 54, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 55, ""end"": 56, ""type"": ""Parameter"", ""entity"": ""8""}, {""start"": 56, ""end"": 56, ""type"": ""DESC"", ""entity"": "".""}]"
84,The length between pJ6Bf and jX7Rk should be less than 9.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""pJ6Bf""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""jX7Rk""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 54, ""type"": ""DistltValue"", ""entity"": ""less than""}, {""start"": 55, ""end"": 56, ""type"": ""Parameter"", ""entity"": ""9""}, {""start"": 56, ""end"": 56, ""type"": ""DESC"", ""entity"": "".""}]"
85,The separation between rTt and lD9Vt should be less than or equal to 7.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""rTt""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""lD9Vt""}, {""start"": 36, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 47, ""end"": 68, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 69, ""end"": 70, ""type"": ""Parameter"", ""entity"": ""7""}, {""start"": 70, ""end"": 70, ""type"": ""DESC"", ""entity"": "".""}]"
86,The length between KkDq and Q3Hv should be less than or equal to 8.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 23, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""KkDq""}, {""start"": 23, ""end"": 27, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 28, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Q3Hv""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 64, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 65, ""end"": 66, ""type"": ""Parameter"", ""entity"": ""8""}, {""start"": 66, ""end"": 66, ""type"": ""DESC"", ""entity"": "".""}]"
87,The length between r7gHt and qJ5Oj should be less than or equal to 9.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""r7gHt""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""qJ5Oj""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 66, ""type"": ""DistleValue"", ""entity"": ""less than or equal to""}, {""start"": 67, ""end"": 68, ""type"": ""Parameter"", ""entity"": ""9""}, {""start"": 68, ""end"": 68, ""type"": ""DESC"", ""entity"": "".""}]"
88,The separation between mR3z and cE3Bh should be greater than 7.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 27, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""mR3z""}, {""start"": 27, ""end"": 31, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""cE3Bh""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 60, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 61, ""end"": 62, ""type"": ""Parameter"", ""entity"": ""7""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
89,The length between pXw6k and aD3Ht should be greater than 8.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""pXw6k""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""aD3Ht""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 57, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 58, ""end"": 59, ""type"": ""Parameter"", ""entity"": ""8""}, {""start"": 59, ""end"": 59, ""type"": ""DESC"", ""entity"": "".""}]"
90,The length between v2fNj and xU7Ug should be greater than 9.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""v2fNj""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""xU7Ug""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 57, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 58, ""end"": 59, ""type"": ""Parameter"", ""entity"": ""9""}, {""start"": 59, ""end"": 59, ""type"": ""DESC"", ""entity"": "".""}]"
91,The separation between m3Qwe and zP4Vq should be greater than or equal to 7.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""m3Qwe""}, {""start"": 28, ""end"": 32, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 33, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""zP4Vq""}, {""start"": 38, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 49, ""end"": 73, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 74, ""end"": 75, ""type"": ""Parameter"", ""entity"": ""7""}, {""start"": 75, ""end"": 75, ""type"": ""DESC"", ""entity"": "".""}]"
92,The length between tL0Gh and fP3Tt should be greater than or equal to 8.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""tL0Gh""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""fP3Tt""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 69, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 70, ""end"": 71, ""type"": ""Parameter"", ""entity"": ""8""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
93,The length between l7wFg and iR3Ej should be greater than or equal to 9.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 24, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""l7wFg""}, {""start"": 24, ""end"": 28, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 29, ""end"": 34, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""iR3Ej""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 69, ""type"": ""DistgeValue"", ""entity"": ""greater than or equal to""}, {""start"": 70, ""end"": 71, ""type"": ""Parameter"", ""entity"": ""9""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
94,The interval between AJ2x4 and BbTyT9 must be 20 units long.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""AJ2x4""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""BbTyT9""}, {""start"": 38, ""end"": 45, ""type"": ""DisteqValue"", ""entity"": ""must be""}, {""start"": 46, ""end"": 48, ""type"": ""Parameter"", ""entity"": ""20""}, {""start"": 48, ""end"": 59, ""type"": ""DESC"", ""entity"": "" units long.""}]"
95,The required span from xM1L9 to yT2Ht should measure precisely 20 meters.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The required span from""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""xM1L9""}, {""start"": 28, ""end"": 31, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""yT2Ht""}, {""start"": 37, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 45, ""end"": 62, ""type"": ""DisteqValue"", ""entity"": ""measure precisely""}, {""start"": 63, ""end"": 65, ""type"": ""Parameter"", ""entity"": ""20""}, {""start"": 65, ""end"": 72, ""type"": ""DESC"", ""entity"": "" meters.""}]"
96,The required gap between A3p9H and bBbN6 should be exactly 32 units.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The required gap between""}, {""start"": 25, ""end"": 30, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""A3p9H""}, {""start"": 30, ""end"": 34, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 35, ""end"": 40, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""bBbN6""}, {""start"": 40, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 48, ""end"": 58, ""type"": ""DisteqValue"", ""entity"": ""be exactly""}, {""start"": 59, ""end"": 61, ""type"": ""Parameter"", ""entity"": ""32""}, {""start"": 61, ""end"": 67, ""type"": ""DESC"", ""entity"": "" units.""}]"
97,Ensure a distance of 27 is not maintained between pGm4Vx and Qh8lM.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""Ensure a distance of""}, {""start"": 21, ""end"": 23, ""type"": ""Parameter"", ""entity"": ""27""}, {""start"": 24, ""end"": 41, ""type"": ""DistneValue"", ""entity"": ""is not maintained""}, {""start"": 41, ""end"": 49, ""type"": ""DESC"", ""entity"": "" between""}, {""start"": 50, ""end"": 56, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""pGm4Vx""}, {""start"": 56, ""end"": 60, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 61, ""end"": 66, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Qh8lM""}, {""start"": 66, ""end"": 66, ""type"": ""DESC"", ""entity"": "".""}]"
98,Keep a distance different than 33 meters between aQ7Ht and bM9Lq.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""Keep a distance""}, {""start"": 16, ""end"": 30, ""type"": ""DistneValue"", ""entity"": ""different than""}, {""start"": 31, ""end"": 33, ""type"": ""Parameter"", ""entity"": ""33""}, {""start"": 33, ""end"": 48, ""type"": ""DESC"", ""entity"": "" meters between""}, {""start"": 49, ""end"": 54, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""aQ7Ht""}, {""start"": 54, ""end"": 58, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 59, ""end"": 64, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""bM9Lq""}, {""start"": 64, ""end"": 64, ""type"": ""DESC"", ""entity"": "".""}]"
99,The required span from Xr7tH to yN9Jh should not measure precisely 15 meters.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The required span from""}, {""start"": 23, ""end"": 28, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Xr7tH""}, {""start"": 28, ""end"": 31, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 32, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""yN9Jh""}, {""start"": 37, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 45, ""end"": 66, ""type"": ""DistneValue"", ""entity"": ""not measure precisely""}, {""start"": 67, ""end"": 69, ""type"": ""Parameter"", ""entity"": ""15""}, {""start"": 69, ""end"": 76, ""type"": ""DESC"", ""entity"": "" meters.""}]"
100,Maintain a distance different than 21 steps between pP2Rt and qE7Mj.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""Maintain a distance""}, {""start"": 20, ""end"": 34, ""type"": ""DistneValue"", ""entity"": ""different than""}, {""start"": 35, ""end"": 37, ""type"": ""Parameter"", ""entity"": ""21""}, {""start"": 37, ""end"": 51, ""type"": ""DESC"", ""entity"": "" steps between""}, {""start"": 52, ""end"": 57, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""pP2Rt""}, {""start"": 57, ""end"": 61, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 62, ""end"": 67, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""qE7Mj""}, {""start"": 67, ""end"": 67, ""type"": ""DESC"", ""entity"": "".""}]"
101,The required gap between A2fGh and bQ8Lm should not be exactly 27 units.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The required gap between""}, {""start"": 25, ""end"": 30, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""A2fGh""}, {""start"": 30, ""end"": 34, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 35, ""end"": 40, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""bQ8Lm""}, {""start"": 40, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 48, ""end"": 62, ""type"": ""DistneValue"", ""entity"": ""not be exactly""}, {""start"": 63, ""end"": 65, ""type"": ""Parameter"", ""entity"": ""27""}, {""start"": 65, ""end"": 71, ""type"": ""DESC"", ""entity"": "" units.""}]"
102,The interval between Aq7tY and bPrR7x must be greater than 19 units long.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""Aq7tY""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 37, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""bPrR7x""}, {""start"": 37, ""end"": 45, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 46, ""end"": 58, ""type"": ""DistgtValue"", ""entity"": ""greater than""}, {""start"": 59, ""end"": 61, ""type"": ""Parameter"", ""entity"": ""19""}, {""start"": 61, ""end"": 72, ""type"": ""DESC"", ""entity"": "" units long.""}]"
