,problem,problem_entities
60,"ZT needs to be above or equal to -1, establishing itself above this limit.","[{'start': 0, 'end': 2, 'type': 'VARIABLE', 'entity': 'ZT'}, {'start': 2, 'end': 14, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 15, 'end': 29, 'type': 'DESC', 'entity': 'above or equal'}, {'start': 29, 'end': 32, 'type': 'DESC', 'entity': ' to'}, {'start': 33, 'end': 35, 'type': 'PARAMETER', 'entity': '-1'}, {'start': 35, 'end': 73, 'type': 'DESC', 'entity': ', establishing itself above this limit.'}]"
61,Ensure that BR is of a magnitude greater than or equal to 34 for optimal results.,"[{'start': 0, 'end': 11, 'type': 'DESC', 'entity': 'Ensure that'}, {'start': 12, 'end': 14, 'type': 'VARIABLE', 'entity': 'BR'}, {'start': 14, 'end': 32, 'type': 'DESC', 'entity': ' is of a magnitude'}, {'start': 33, 'end': 54, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 54, 'end': 57, 'type': 'DESC', 'entity': ' to'}, {'start': 58, 'end': 60, 'type': 'PARAMETER', 'entity': '34'}, {'start': 60, 'end': 80, 'type': 'DESC', 'entity': ' for optimal results.'}]"
62,It is imperative that TG exceeds or equals a value of 67.,"[{'start': 0, 'end': 21, 'type': 'DESC', 'entity': 'It is imperative that'}, {'start': 22, 'end': 24, 'type': 'VARIABLE', 'entity': 'TG'}, {'start': 25, 'end': 42, 'type': 'DESC', 'entity': 'exceeds or equals'}, {'start': 42, 'end': 53, 'type': 'DESC', 'entity': ' a value of'}, {'start': 54, 'end': 56, 'type': 'PARAMETER', 'entity': '67'}, {'start': 56, 'end': 56, 'type': 'DESC', 'entity': '.'}]"
63,The value of cellX should be greater than or equal to 23.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The value of'}, {'start': 13, 'end': 18, 'type': 'VARIABLE', 'entity': 'cellX'}, {'start': 18, 'end': 28, 'type': 'DESC', 'entity': ' should be'}, {'start': 29, 'end': 50, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 50, 'end': 53, 'type': 'DESC', 'entity': ' to'}, {'start': 54, 'end': 56, 'type': 'PARAMETER', 'entity': '23'}, {'start': 56, 'end': 56, 'type': 'DESC', 'entity': '.'}]"
64,The temperature of roomY must be greater than or equal to 24.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The temperature of'}, {'start': 19, 'end': 24, 'type': 'VARIABLE', 'entity': 'roomY'}, {'start': 24, 'end': 32, 'type': 'DESC', 'entity': ' must be'}, {'start': 33, 'end': 54, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 54, 'end': 57, 'type': 'DESC', 'entity': ' to'}, {'start': 58, 'end': 60, 'type': 'PARAMETER', 'entity': '24'}, {'start': 60, 'end': 60, 'type': 'DESC', 'entity': '.'}]"
65,The value of familyZ must be greater than or equal to 10.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The value of'}, {'start': 13, 'end': 20, 'type': 'VARIABLE', 'entity': 'familyZ'}, {'start': 20, 'end': 28, 'type': 'DESC', 'entity': ' must be'}, {'start': 29, 'end': 50, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 50, 'end': 53, 'type': 'DESC', 'entity': ' to'}, {'start': 54, 'end': 56, 'type': 'PARAMETER', 'entity': '10'}, {'start': 56, 'end': 56, 'type': 'DESC', 'entity': '.'}]"
66,The quantity in boxA should exceed or equal 100 units.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The quantity in'}, {'start': 16, 'end': 20, 'type': 'VARIABLE', 'entity': 'boxA'}, {'start': 20, 'end': 27, 'type': 'DESC', 'entity': ' should'}, {'start': 28, 'end': 43, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 44, 'end': 47, 'type': 'PARAMETER', 'entity': '100'}, {'start': 47, 'end': 53, 'type': 'DESC', 'entity': ' units.'}]"
67,The speed of carB must surpass or equal 80 kilometers per hour.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The speed of'}, {'start': 13, 'end': 17, 'type': 'VARIABLE', 'entity': 'carB'}, {'start': 17, 'end': 22, 'type': 'DESC', 'entity': ' must'}, {'start': 23, 'end': 39, 'type': 'DESC', 'entity': 'surpass or equal'}, {'start': 40, 'end': 42, 'type': 'PARAMETER', 'entity': '80'}, {'start': 42, 'end': 62, 'type': 'DESC', 'entity': ' kilometers per hour.'}]"
68,"The sales revenue for monthC should be higher than or equal to $10,000.","[{'start': 0, 'end': 21, 'type': 'DESC', 'entity': 'The sales revenue for'}, {'start': 22, 'end': 28, 'type': 'VARIABLE', 'entity': 'monthC'}, {'start': 28, 'end': 38, 'type': 'DESC', 'entity': ' should be'}, {'start': 39, 'end': 59, 'type': 'DESC', 'entity': 'higher than or equal'}, {'start': 59, 'end': 63, 'type': 'DESC', 'entity': ' to '}, {'start': 64, 'end': 70, 'type': 'PARAMETER', 'entity': '10,000'}, {'start': 70, 'end': 70, 'type': 'DESC', 'entity': '.'}]"
69,The length of reD must extend beyond or equal 2 meters.,"[{'start': 0, 'end': 13, 'type': 'DESC', 'entity': 'The length of'}, {'start': 14, 'end': 17, 'type': 'VARIABLE', 'entity': 'reD'}, {'start': 17, 'end': 22, 'type': 'DESC', 'entity': ' must'}, {'start': 23, 'end': 45, 'type': 'DESC', 'entity': 'extend beyond or equal'}, {'start': 46, 'end': 47, 'type': 'PARAMETER', 'entity': '2'}, {'start': 47, 'end': 54, 'type': 'DESC', 'entity': ' meters.'}]"
70,The level of humidity in greenhouseE should rise above or equal to 70%.,"[{'start': 0, 'end': 24, 'type': 'DESC', 'entity': 'The level of humidity in'}, {'start': 25, 'end': 36, 'type': 'VARIABLE', 'entity': 'greenhouseE'}, {'start': 36, 'end': 43, 'type': 'DESC', 'entity': ' should'}, {'start': 44, 'end': 63, 'type': 'DESC', 'entity': 'rise above or equal'}, {'start': 63, 'end': 66, 'type': 'DESC', 'entity': ' to'}, {'start': 67, 'end': 69, 'type': 'PARAMETER', 'entity': '70'}, {'start': 69, 'end': 70, 'type': 'DESC', 'entity': '%.'}]"
71,The number of likes on postF needs to exceed or equal 500.,"[{'start': 0, 'end': 22, 'type': 'DESC', 'entity': 'The number of likes on'}, {'start': 23, 'end': 28, 'type': 'VARIABLE', 'entity': 'postF'}, {'start': 28, 'end': 37, 'type': 'DESC', 'entity': ' needs to'}, {'start': 38, 'end': 53, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 54, 'end': 57, 'type': 'PARAMETER', 'entity': '500'}, {'start': 57, 'end': 57, 'type': 'DESC', 'entity': '.'}]"
72,The concentration of sugar in solutionG must be greater than or equal to 5%.,"[{'start': 0, 'end': 29, 'type': 'DESC', 'entity': 'The concentration of sugar in'}, {'start': 30, 'end': 39, 'type': 'VARIABLE', 'entity': 'solutionG'}, {'start': 39, 'end': 47, 'type': 'DESC', 'entity': ' must be'}, {'start': 48, 'end': 69, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 69, 'end': 72, 'type': 'DESC', 'entity': ' to'}, {'start': 73, 'end': 74, 'type': 'PARAMETER', 'entity': '5'}, {'start': 74, 'end': 75, 'type': 'DESC', 'entity': '%.'}]"
73,The time taken to complete taskH should be longer than or equal to 30 minutes.,"[{'start': 0, 'end': 26, 'type': 'DESC', 'entity': 'The time taken to complete'}, {'start': 27, 'end': 32, 'type': 'VARIABLE', 'entity': 'taskH'}, {'start': 32, 'end': 42, 'type': 'DESC', 'entity': ' should be'}, {'start': 43, 'end': 63, 'type': 'DESC', 'entity': 'longer than or equal'}, {'start': 63, 'end': 66, 'type': 'DESC', 'entity': ' to'}, {'start': 67, 'end': 69, 'type': 'PARAMETER', 'entity': '30'}, {'start': 69, 'end': 77, 'type': 'DESC', 'entity': ' minutes.'}]"
74,"The population of cityI should exceed or equal 100,000 inhabitants.","[{'start': 0, 'end': 17, 'type': 'DESC', 'entity': 'The population of'}, {'start': 18, 'end': 23, 'type': 'VARIABLE', 'entity': 'cityI'}, {'start': 23, 'end': 30, 'type': 'DESC', 'entity': ' should'}, {'start': 31, 'end': 46, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 47, 'end': 54, 'type': 'PARAMETER', 'entity': '100,000'}, {'start': 54, 'end': 66, 'type': 'DESC', 'entity': ' inhabitants.'}]"
75,The weight of packageP should be above or equal to 5 kilograms.,"[{'start': 0, 'end': 13, 'type': 'DESC', 'entity': 'The weight of'}, {'start': 14, 'end': 22, 'type': 'VARIABLE', 'entity': 'packageP'}, {'start': 22, 'end': 32, 'type': 'DESC', 'entity': ' should be'}, {'start': 33, 'end': 47, 'type': 'DESC', 'entity': 'above or equal'}, {'start': 47, 'end': 50, 'type': 'DESC', 'entity': ' to'}, {'start': 51, 'end': 52, 'type': 'PARAMETER', 'entity': '5'}, {'start': 52, 'end': 62, 'type': 'DESC', 'entity': ' kilograms.'}]"
76,"The value of stock portfolioQ must be greater than or equal to 10,000 dollars.","[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The value of stock'}, {'start': 19, 'end': 29, 'type': 'VARIABLE', 'entity': 'portfolioQ'}, {'start': 29, 'end': 37, 'type': 'DESC', 'entity': ' must be'}, {'start': 38, 'end': 59, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 59, 'end': 62, 'type': 'DESC', 'entity': ' to'}, {'start': 63, 'end': 69, 'type': 'PARAMETER', 'entity': '10,000'}, {'start': 69, 'end': 77, 'type': 'DESC', 'entity': ' dollars.'}]"
77,The capacity of storageTankX should exceed or equal 100 liters.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The capacity of'}, {'start': 16, 'end': 28, 'type': 'VARIABLE', 'entity': 'storageTankX'}, {'start': 28, 'end': 35, 'type': 'DESC', 'entity': ' should'}, {'start': 36, 'end': 51, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 52, 'end': 55, 'type': 'PARAMETER', 'entity': '100'}, {'start': 55, 'end': 62, 'type': 'DESC', 'entity': ' liters.'}]"
78,The maximum speed of vehicleY must surpass or equal 80 miles per hour.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The maximum speed of'}, {'start': 21, 'end': 29, 'type': 'VARIABLE', 'entity': 'vehicleY'}, {'start': 29, 'end': 34, 'type': 'DESC', 'entity': ' must'}, {'start': 35, 'end': 51, 'type': 'DESC', 'entity': 'surpass or equal'}, {'start': 52, 'end': 54, 'type': 'PARAMETER', 'entity': '80'}, {'start': 54, 'end': 69, 'type': 'DESC', 'entity': ' miles per hour.'}]"
79,The length of ropeZ must be longer than or equal to 2 meters.,"[{'start': 0, 'end': 13, 'type': 'DESC', 'entity': 'The length of'}, {'start': 14, 'end': 19, 'type': 'VARIABLE', 'entity': 'ropeZ'}, {'start': 19, 'end': 27, 'type': 'DESC', 'entity': ' must be'}, {'start': 28, 'end': 48, 'type': 'DESC', 'entity': 'longer than or equal'}, {'start': 48, 'end': 51, 'type': 'DESC', 'entity': ' to'}, {'start': 52, 'end': 53, 'type': 'PARAMETER', 'entity': '2'}, {'start': 53, 'end': 60, 'type': 'DESC', 'entity': ' meters.'}]"
80,The number of followers on socialMediaPostA must exceed or equal 500.,"[{'start': 0, 'end': 26, 'type': 'DESC', 'entity': 'The number of followers on'}, {'start': 27, 'end': 43, 'type': 'VARIABLE', 'entity': 'socialMediaPostA'}, {'start': 43, 'end': 48, 'type': 'DESC', 'entity': ' must'}, {'start': 49, 'end': 64, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 65, 'end': 68, 'type': 'PARAMETER', 'entity': '500'}, {'start': 68, 'end': 68, 'type': 'DESC', 'entity': '.'}]"
81,B must exceed or equal 92.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'B'}, {'start': 1, 'end': 6, 'type': 'DESC', 'entity': ' must'}, {'start': 7, 'end': 22, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 23, 'end': 25, 'type': 'PARAMETER', 'entity': '92'}, {'start': 25, 'end': 25, 'type': 'DESC', 'entity': '.'}]"
82,C should be greater than or equal to 45.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'C'}, {'start': 1, 'end': 11, 'type': 'DESC', 'entity': ' should be'}, {'start': 12, 'end': 33, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 33, 'end': 36, 'type': 'DESC', 'entity': ' to'}, {'start': 37, 'end': 39, 'type': 'PARAMETER', 'entity': '45'}, {'start': 39, 'end': 39, 'type': 'DESC', 'entity': '.'}]"
83,Q needs to be greater than or equal to 60.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'Q'}, {'start': 1, 'end': 13, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 14, 'end': 36, 'type': 'DESC', 'entity': 'greater than or equal '}, {'start': 36, 'end': 38, 'type': 'DESC', 'entity': 'to'}, {'start': 39, 'end': 41, 'type': 'PARAMETER', 'entity': '60'}, {'start': 41, 'end': 41, 'type': 'DESC', 'entity': '.'}]"
84,V must be higher than or equal to 55.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'V'}, {'start': 1, 'end': 9, 'type': 'DESC', 'entity': ' must be'}, {'start': 10, 'end': 30, 'type': 'DESC', 'entity': 'higher than or equal'}, {'start': 30, 'end': 33, 'type': 'DESC', 'entity': ' to'}, {'start': 34, 'end': 36, 'type': 'PARAMETER', 'entity': '55'}, {'start': 36, 'end': 36, 'type': 'DESC', 'entity': '.'}]"
85,U should surpass or equal 82.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'U'}, {'start': 1, 'end': 8, 'type': 'DESC', 'entity': ' should'}, {'start': 9, 'end': 25, 'type': 'DESC', 'entity': 'surpass or equal'}, {'start': 26, 'end': 28, 'type': 'PARAMETER', 'entity': '82'}, {'start': 28, 'end': 28, 'type': 'DESC', 'entity': '.'}]"
86,ABsC must be greater than or equal to 123.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'ABsC'}, {'start': 4, 'end': 12, 'type': 'DESC', 'entity': ' must be'}, {'start': 13, 'end': 34, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 34, 'end': 37, 'type': 'DESC', 'entity': ' to'}, {'start': 38, 'end': 41, 'type': 'PARAMETER', 'entity': '123'}, {'start': 41, 'end': 41, 'type': 'DESC', 'entity': '.'}]"
87,aXYZ should exceed or equal to 456.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'aXYZ'}, {'start': 4, 'end': 11, 'type': 'DESC', 'entity': ' should'}, {'start': 12, 'end': 27, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 27, 'end': 30, 'type': 'DESC', 'entity': ' to'}, {'start': 31, 'end': 34, 'type': 'PARAMETER', 'entity': '456'}, {'start': 34, 'end': 34, 'type': 'DESC', 'entity': '.'}]"
88,LvMN needs to be higher than or equal to 789.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'LvMN'}, {'start': 4, 'end': 16, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 17, 'end': 37, 'type': 'DESC', 'entity': 'higher than or equal'}, {'start': 37, 'end': 40, 'type': 'DESC', 'entity': ' to'}, {'start': 41, 'end': 44, 'type': 'PARAMETER', 'entity': '789'}, {'start': 44, 'end': 44, 'type': 'DESC', 'entity': '.'}]"
89,nDEF must be greater than or equal to 234.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'nDEF'}, {'start': 4, 'end': 12, 'type': 'DESC', 'entity': ' must be'}, {'start': 13, 'end': 34, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 34, 'end': 37, 'type': 'DESC', 'entity': ' to'}, {'start': 38, 'end': 41, 'type': 'PARAMETER', 'entity': '234'}, {'start': 41, 'end': 41, 'type': 'DESC', 'entity': '.'}]"
90,GgHI should surpass or equal to 567.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'GgHI'}, {'start': 4, 'end': 11, 'type': 'DESC', 'entity': ' should'}, {'start': 12, 'end': 28, 'type': 'DESC', 'entity': 'surpass or equal'}, {'start': 28, 'end': 31, 'type': 'DESC', 'entity': ' to'}, {'start': 32, 'end': 35, 'type': 'PARAMETER', 'entity': '567'}, {'start': 35, 'end': 35, 'type': 'DESC', 'entity': '.'}]"
91,JKdL needs to be greater than or equal to 890.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'JKdL'}, {'start': 4, 'end': 16, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 17, 'end': 38, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 38, 'end': 41, 'type': 'DESC', 'entity': ' to'}, {'start': 42, 'end': 45, 'type': 'PARAMETER', 'entity': '890'}, {'start': 45, 'end': 45, 'type': 'DESC', 'entity': '.'}]"
92,The length of the rope 2 must extend beyond or equal 2 meters.,"[{'start': 0, 'end': 17, 'type': 'DESC', 'entity': 'The length of the'}, {'start': 18, 'end': 24, 'type': 'VARIABLE', 'entity': 'rope 2'}, {'start': 24, 'end': 29, 'type': 'DESC', 'entity': ' must'}, {'start': 30, 'end': 52, 'type': 'DESC', 'entity': 'extend beyond or equal'}, {'start': 53, 'end': 54, 'type': 'PARAMETER', 'entity': '2'}, {'start': 54, 'end': 61, 'type': 'DESC', 'entity': ' meters.'}]"
93,The level of humidity in the greenhouse9 should rise above or equal 70%.,"[{'start': 0, 'end': 28, 'type': 'DESC', 'entity': 'The level of humidity in the'}, {'start': 29, 'end': 40, 'type': 'VARIABLE', 'entity': 'greenhouse9'}, {'start': 40, 'end': 47, 'type': 'DESC', 'entity': ' should'}, {'start': 48, 'end': 67, 'type': 'DESC', 'entity': 'rise above or equal'}, {'start': 68, 'end': 70, 'type': 'PARAMETER', 'entity': '70'}, {'start': 70, 'end': 71, 'type': 'DESC', 'entity': '%.'}]"
94,The number of likes on the post 19 needs to exceed or equal 500.,"[{'start': 0, 'end': 26, 'type': 'DESC', 'entity': 'The number of likes on the'}, {'start': 27, 'end': 34, 'type': 'VARIABLE', 'entity': 'post 19'}, {'start': 34, 'end': 43, 'type': 'DESC', 'entity': ' needs to'}, {'start': 44, 'end': 59, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 60, 'end': 63, 'type': 'PARAMETER', 'entity': '500'}, {'start': 63, 'end': 63, 'type': 'DESC', 'entity': '.'}]"
95,The concentration of sugar in the solution3 must be greater than or equal 5%.,"[{'start': 0, 'end': 33, 'type': 'DESC', 'entity': 'The concentration of sugar in the'}, {'start': 34, 'end': 43, 'type': 'VARIABLE', 'entity': 'solution3'}, {'start': 43, 'end': 51, 'type': 'DESC', 'entity': ' must be'}, {'start': 52, 'end': 73, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 74, 'end': 75, 'type': 'PARAMETER', 'entity': '5'}, {'start': 75, 'end': 76, 'type': 'DESC', 'entity': '%.'}]"
96,The time taken to complete the task 6 should be longer than or equal 30 minutes.,"[{'start': 0, 'end': 30, 'type': 'DESC', 'entity': 'The time taken to complete the'}, {'start': 31, 'end': 37, 'type': 'VARIABLE', 'entity': 'task 6'}, {'start': 37, 'end': 47, 'type': 'DESC', 'entity': ' should be'}, {'start': 48, 'end': 68, 'type': 'DESC', 'entity': 'longer than or equal'}, {'start': 69, 'end': 71, 'type': 'PARAMETER', 'entity': '30'}, {'start': 71, 'end': 79, 'type': 'DESC', 'entity': ' minutes.'}]"
97,man should be greater or equal to 6,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'man'}, {'start': 3, 'end': 13, 'type': 'DESC', 'entity': ' should be'}, {'start': 14, 'end': 30, 'type': 'DESC', 'entity': 'greater or equal'}, {'start': 30, 'end': 33, 'type': 'DESC', 'entity': ' to'}, {'start': 34, 'end': 35, 'type': 'PARAMETER', 'entity': '6'}, {'start': 35, 'end': 34, 'type': 'DESC', 'entity': ''}]"
98,the lion must be greater than or equal to 19,"[{'start': 0, 'end': 3, 'type': 'DESC', 'entity': 'the'}, {'start': 4, 'end': 8, 'type': 'VARIABLE', 'entity': 'lion'}, {'start': 8, 'end': 16, 'type': 'DESC', 'entity': ' must be'}, {'start': 17, 'end': 38, 'type': 'DESC', 'entity': 'greater than or equal'}, {'start': 38, 'end': 41, 'type': 'DESC', 'entity': ' to'}, {'start': 42, 'end': 44, 'type': 'PARAMETER', 'entity': '19'}, {'start': 44, 'end': 43, 'type': 'DESC', 'entity': ''}]"
99,"The population of the city2 should exceed or equal 100,000 inhabitants.","[{'start': 0, 'end': 21, 'type': 'DESC', 'entity': 'The population of the'}, {'start': 22, 'end': 27, 'type': 'VARIABLE', 'entity': 'city2'}, {'start': 27, 'end': 34, 'type': 'DESC', 'entity': ' should'}, {'start': 35, 'end': 50, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 51, 'end': 58, 'type': 'PARAMETER', 'entity': '100,000'}, {'start': 58, 'end': 70, 'type': 'DESC', 'entity': ' inhabitants.'}]"
100,alpha should be less than 5.,"[{'start': 0, 'end': 5, 'type': 'VARIABLE', 'entity': 'alpha'}, {'start': 5, 'end': 15, 'type': 'DESC', 'entity': ' should be'}, {'start': 16, 'end': 25, 'type': 'DESC', 'entity': 'less than'}, {'start': 26, 'end': 27, 'type': 'PARAMETER', 'entity': '5'}, {'start': 27, 'end': 27, 'type': 'DESC', 'entity': '.'}]"
101,Foxtrot must be less than 7.,"[{'start': 0, 'end': 7, 'type': 'VARIABLE', 'entity': 'Foxtrot'}, {'start': 7, 'end': 15, 'type': 'DESC', 'entity': ' must be'}, {'start': 16, 'end': 25, 'type': 'DESC', 'entity': 'less than'}, {'start': 26, 'end': 27, 'type': 'PARAMETER', 'entity': '7'}, {'start': 27, 'end': 27, 'type': 'DESC', 'entity': '.'}]"
102,variable5 needs to be less than -3.,"[{'start': 0, 'end': 9, 'type': 'VARIABLE', 'entity': 'variable5'}, {'start': 9, 'end': 21, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 22, 'end': 31, 'type': 'DESC', 'entity': 'less than'}, {'start': 32, 'end': 34, 'type': 'PARAMETER', 'entity': '-3'}, {'start': 34, 'end': 34, 'type': 'DESC', 'entity': '.'}]"
103,The quantity Omega must not exceed -2.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The quantity'}, {'start': 13, 'end': 18, 'type': 'VARIABLE', 'entity': 'Omega'}, {'start': 18, 'end': 23, 'type': 'DESC', 'entity': ' must'}, {'start': 24, 'end': 34, 'type': 'DESC', 'entity': 'not exceed'}, {'start': 35, 'end': 37, 'type': 'PARAMETER', 'entity': '-2'}, {'start': 37, 'end': 37, 'type': 'DESC', 'entity': '.'}]"
104,Ensure that e is of a magnitude less than 6.,"[{'start': 0, 'end': 11, 'type': 'DESC', 'entity': 'Ensure that'}, {'start': 12, 'end': 13, 'type': 'VARIABLE', 'entity': 'e'}, {'start': 13, 'end': 31, 'type': 'DESC', 'entity': ' is of a magnitude'}, {'start': 32, 'end': 41, 'type': 'DESC', 'entity': 'less than'}, {'start': 42, 'end': 43, 'type': 'PARAMETER', 'entity': '6'}, {'start': 43, 'end': 43, 'type': 'DESC', 'entity': '.'}]"
105,It is imperative that sierra is below a value of 2.,"[{'start': 0, 'end': 21, 'type': 'DESC', 'entity': 'It is imperative that'}, {'start': 22, 'end': 28, 'type': 'VARIABLE', 'entity': 'sierra'}, {'start': 28, 'end': 31, 'type': 'DESC', 'entity': ' is'}, {'start': 32, 'end': 37, 'type': 'DESC', 'entity': 'below'}, {'start': 37, 'end': 48, 'type': 'DESC', 'entity': ' a value of'}, {'start': 49, 'end': 50, 'type': 'PARAMETER', 'entity': '2'}, {'start': 50, 'end': 50, 'type': 'DESC', 'entity': '.'}]"
106,The condition demands that delta is below -3.,"[{'start': 0, 'end': 26, 'type': 'DESC', 'entity': 'The condition demands that'}, {'start': 27, 'end': 32, 'type': 'VARIABLE', 'entity': 'delta'}, {'start': 32, 'end': 35, 'type': 'DESC', 'entity': ' is'}, {'start': 36, 'end': 41, 'type': 'DESC', 'entity': 'below'}, {'start': 42, 'end': 44, 'type': 'PARAMETER', 'entity': '-3'}, {'start': 44, 'end': 44, 'type': 'DESC', 'entity': '.'}]"
107,The threshold for l must be set lower than 4.,"[{'start': 0, 'end': 17, 'type': 'DESC', 'entity': 'The threshold for'}, {'start': 18, 'end': 19, 'type': 'VARIABLE', 'entity': 'l'}, {'start': 19, 'end': 31, 'type': 'DESC', 'entity': ' must be set'}, {'start': 32, 'end': 42, 'type': 'DESC', 'entity': 'lower than'}, {'start': 43, 'end': 44, 'type': 'PARAMETER', 'entity': '4'}, {'start': 44, 'end': 44, 'type': 'DESC', 'entity': '.'}]"
108,The stipulation necessitates that Hotel is less than -70.,"[{'start': 0, 'end': 33, 'type': 'DESC', 'entity': 'The stipulation necessitates that'}, {'start': 34, 'end': 39, 'type': 'VARIABLE', 'entity': 'Hotel'}, {'start': 39, 'end': 42, 'type': 'DESC', 'entity': ' is'}, {'start': 43, 'end': 52, 'type': 'DESC', 'entity': 'less than'}, {'start': 53, 'end': 56, 'type': 'PARAMETER', 'entity': '-70'}, {'start': 56, 'end': 56, 'type': 'DESC', 'entity': '.'}]"
109,The prescribed requirement is that November is below 20.,"[{'start': 0, 'end': 34, 'type': 'DESC', 'entity': 'The prescribed requirement is that'}, {'start': 35, 'end': 43, 'type': 'VARIABLE', 'entity': 'November'}, {'start': 43, 'end': 46, 'type': 'DESC', 'entity': ' is'}, {'start': 47, 'end': 52, 'type': 'DESC', 'entity': 'below'}, {'start': 53, 'end': 55, 'type': 'PARAMETER', 'entity': '20'}, {'start': 55, 'end': 55, 'type': 'DESC', 'entity': '.'}]"
110,It is a requirement for W to be less than 320.,"[{'start': 0, 'end': 23, 'type': 'DESC', 'entity': 'It is a requirement for'}, {'start': 24, 'end': 25, 'type': 'VARIABLE', 'entity': 'W'}, {'start': 25, 'end': 31, 'type': 'DESC', 'entity': ' to be'}, {'start': 32, 'end': 41, 'type': 'DESC', 'entity': 'less than'}, {'start': 42, 'end': 45, 'type': 'PARAMETER', 'entity': '320'}, {'start': 45, 'end': 45, 'type': 'DESC', 'entity': '.'}]"
111,Golf9 needs to have a magnitude less than 35.,"[{'start': 0, 'end': 5, 'type': 'VARIABLE', 'entity': 'Golf9'}, {'start': 5, 'end': 31, 'type': 'DESC', 'entity': ' needs to have a magnitude'}, {'start': 32, 'end': 41, 'type': 'DESC', 'entity': 'less than'}, {'start': 42, 'end': 44, 'type': 'PARAMETER', 'entity': '35'}, {'start': 44, 'end': 44, 'type': 'DESC', 'entity': '.'}]"
112,I must attain a value less than 60.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'I'}, {'start': 1, 'end': 21, 'type': 'DESC', 'entity': ' must attain a value'}, {'start': 22, 'end': 31, 'type': 'DESC', 'entity': 'less than'}, {'start': 32, 'end': 34, 'type': 'PARAMETER', 'entity': '60'}, {'start': 34, 'end': 34, 'type': 'DESC', 'entity': '.'}]"
113,It is necessary for a to be less than -5.,"[{'start': 0, 'end': 19, 'type': 'DESC', 'entity': 'It is necessary for'}, {'start': 20, 'end': 21, 'type': 'VARIABLE', 'entity': 'a'}, {'start': 21, 'end': 27, 'type': 'DESC', 'entity': ' to be'}, {'start': 28, 'end': 37, 'type': 'DESC', 'entity': 'less than'}, {'start': 38, 'end': 40, 'type': 'PARAMETER', 'entity': '-5'}, {'start': 40, 'end': 40, 'type': 'DESC', 'entity': '.'}]"
