,problem,problem_entities
44,The concentration of sugar in the solution 5 must be less than 3%.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The concentration of sugar in the""}, {""start"": 34, ""end"": 44, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""solution 5""}, {""start"": 44, ""end"": 52, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 53, ""end"": 62, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 63, ""end"": 64, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""3""}, {""start"": 64, ""end"": 65, ""type"": ""DESC"", ""entity"": ""%.""}]"
45,The time taken to complete the task8 should be shorter than 15 minutes.,"[{""start"": 0, ""end"": 30, ""type"": ""DESC"", ""entity"": ""The time taken to complete the""}, {""start"": 31, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""task8""}, {""start"": 36, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 47, ""end"": 59, ""type"": ""lt"", ""entity"": ""shorter than""}, {""start"": 60, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""15""}, {""start"": 62, ""end"": 70, ""type"": ""DESC"", ""entity"": "" minutes.""}]"
46,"The population of the city 6 should not surpass 50,000 inhabitants.","[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The population of the""}, {""start"": 22, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city 6""}, {""start"": 28, ""end"": 35, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 36, ""end"": 47, ""type"": ""lt"", ""entity"": ""not surpass""}, {""start"": 48, ""end"": 54, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50,000""}, {""start"": 54, ""end"": 66, ""type"": ""DESC"", ""entity"": "" inhabitants.""}]"
47,The height of the building2 must be lower than 30 stories.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The height of the""}, {""start"": 18, ""end"": 27, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""building2""}, {""start"": 27, ""end"": 35, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 36, ""end"": 46, ""type"": ""lt"", ""entity"": ""lower than""}, {""start"": 47, ""end"": 49, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""30""}, {""start"": 49, ""end"": 57, ""type"": ""DESC"", ""entity"": "" stories.""}]"
48,The voting percentage in the election 7 should not be higher than 40%.,"[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The voting percentage in the""}, {""start"": 29, ""end"": 39, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""election 7""}, {""start"": 39, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 47, ""end"": 65, ""type"": ""lt"", ""entity"": ""not be higher than""}, {""start"": 66, ""end"": 68, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""40""}, {""start"": 68, ""end"": 69, ""type"": ""DESC"", ""entity"": ""%.""}]"
49,The acidity level of the water8 should be less than pH 5.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The acidity level of the""}, {""start"": 25, ""end"": 31, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""water8""}, {""start"": 31, ""end"": 41, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 42, ""end"": 51, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 51, ""end"": 54, ""type"": ""DESC"", ""entity"": "" pH""}, {""start"": 55, ""end"": 56, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5""}, {""start"": 56, ""end"": 56, ""type"": ""DESC"", ""entity"": "".""}]"
50,The score in the game 3 must not exceed 50 points.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The score in the""}, {""start"": 17, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""game 3""}, {""start"": 23, ""end"": 28, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 29, ""end"": 39, ""type"": ""lt"", ""entity"": ""not exceed""}, {""start"": 40, ""end"": 42, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 42, ""end"": 49, ""type"": ""DESC"", ""entity"": "" points.""}]"
51,The attendance at the event11 must not surpass 500 participants.,"[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The attendance at the""}, {""start"": 22, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""event11""}, {""start"": 29, ""end"": 34, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 35, ""end"": 45, ""type"": ""lt"", ""entity"": ""not surpas""}, {""start"": 45, ""end"": 46, ""type"": ""DESC"", ""entity"": ""s""}, {""start"": 47, ""end"": 50, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""500""}, {""start"": 50, ""end"": 63, ""type"": ""DESC"", ""entity"": "" participants.""}]"
52,"The salary of the employee6 should be lower than $40,000 per year.","[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The salary of the""}, {""start"": 18, ""end"": 27, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""employee6""}, {""start"": 27, ""end"": 37, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 38, ""end"": 48, ""type"": ""lt"", ""entity"": ""lower than""}, {""start"": 48, ""end"": 49, ""type"": ""DESC"", ""entity"": "" ""}, {""start"": 50, ""end"": 56, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""40,000""}, {""start"": 56, ""end"": 65, ""type"": ""DESC"", ""entity"": "" per year.""}]"
53,The value of box 5 should be less than or equal to 10.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The value of""}, {""start"": 13, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box 5""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 47, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 47, ""end"": 50, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 51, ""end"": 53, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""10""}, {""start"": 53, ""end"": 53, ""type"": ""DESC"", ""entity"": "".""}]"
54,The temperature of the room7 must be lower than or equal to 20 degrees Celsius.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The temperature of the""}, {""start"": 23, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""room7""}, {""start"": 28, ""end"": 36, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 37, ""end"": 56, ""type"": ""le"", ""entity"": ""lower than or equal""}, {""start"": 56, ""end"": 59, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 60, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""20""}, {""start"": 62, ""end"": 78, ""type"": ""DESC"", ""entity"": "" degrees Celsius.""}]"
55,"The worth of family heirloom3 must be less than or equal to $1,000.","[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The worth of family""}, {""start"": 20, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""heirloom3""}, {""start"": 29, ""end"": 37, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 38, ""end"": 56, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 56, ""end"": 60, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 61, ""end"": 66, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1,000""}, {""start"": 66, ""end"": 66, ""type"": ""DESC"", ""entity"": "".""}]"
56,"The sales revenue for the month4 should be lower than or equal to $5,000.","[{""start"": 0, ""end"": 25, ""type"": ""DESC"", ""entity"": ""The sales revenue for the""}, {""start"": 26, ""end"": 32, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""month4""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 62, ""type"": ""le"", ""entity"": ""lower than or equal""}, {""start"": 62, ""end"": 66, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 67, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5,000""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
57,The concentration of sugar in the solution 5 must be less than or equal to 3%.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The concentration of sugar in the""}, {""start"": 34, ""end"": 44, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""solution 5""}, {""start"": 44, ""end"": 52, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 53, ""end"": 71, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 71, ""end"": 74, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 75, ""end"": 76, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""3""}, {""start"": 76, ""end"": 77, ""type"": ""DESC"", ""entity"": ""%.""}]"
58,The time taken to complete the task8 should be shorter than or equal to 15 minutes.,"[{""start"": 0, ""end"": 30, ""type"": ""DESC"", ""entity"": ""The time taken to complete the""}, {""start"": 31, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""task8""}, {""start"": 36, ""end"": 45, ""type"": ""DESC"", ""entity"": "" should b""}, {""start"": 46, ""end"": 68, ""type"": ""le"", ""entity"": "" shorter than or equal""}, {""start"": 68, ""end"": 71, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 72, ""end"": 74, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""15""}, {""start"": 74, ""end"": 82, ""type"": ""DESC"", ""entity"": "" minutes.""}]"
59,The height of the building2 must be lower than or equal to 30 stories.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The height of the""}, {""start"": 18, ""end"": 27, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""building2""}, {""start"": 27, ""end"": 35, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 36, ""end"": 55, ""type"": ""le"", ""entity"": ""lower than or equal""}, {""start"": 55, ""end"": 58, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 59, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""30""}, {""start"": 61, ""end"": 69, ""type"": ""DESC"", ""entity"": "" stories.""}]"
60,The acidity level of the water8 should be less than or equal to pH 5.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The acidity level of the""}, {""start"": 25, ""end"": 31, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""water8""}, {""start"": 31, ""end"": 41, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 42, ""end"": 60, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 60, ""end"": 66, ""type"": ""DESC"", ""entity"": "" to pH""}, {""start"": 67, ""end"": 68, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5""}, {""start"": 68, ""end"": 68, ""type"": ""DESC"", ""entity"": "".""}]"
61,"The salary of the employee 6 should be lower than or equal to $40,000 per year.","[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The salary of the""}, {""start"": 18, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""employee 6""}, {""start"": 28, ""end"": 38, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 39, ""end"": 58, ""type"": ""le"", ""entity"": ""lower than or equal""}, {""start"": 58, ""end"": 62, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 63, ""end"": 69, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""40,000""}, {""start"": 69, ""end"": 78, ""type"": ""DESC"", ""entity"": "" per year.""}]"
62,The temperature of the room 7 must not be equal to 20 degrees Celsius.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The temperature of the""}, {""start"": 23, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""room 7""}, {""start"": 29, ""end"": 34, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 35, ""end"": 47, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 47, ""end"": 50, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 51, ""end"": 53, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""20""}, {""start"": 53, ""end"": 69, ""type"": ""DESC"", ""entity"": "" degrees Celsius.""}]"
63,"The worth of family heirloom3 must not be equal to $1,000.","[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The worth of family""}, {""start"": 20, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""heirloom3""}, {""start"": 29, ""end"": 34, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 35, ""end"": 47, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 47, ""end"": 51, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 52, ""end"": 57, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1,000""}, {""start"": 57, ""end"": 57, ""type"": ""DESC"", ""entity"": "".""}]"
64,The quantity in box 1 should not be equal to 50 units.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The quantity in""}, {""start"": 16, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box 1""}, {""start"": 21, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 29, ""end"": 41, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 41, ""end"": 44, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 45, ""end"": 47, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 47, ""end"": 53, ""type"": ""DESC"", ""entity"": "" units.""}]"
65,The speed of the car9 must not be equal to 60 kilometers per hour.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The speed of the""}, {""start"": 17, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""car9""}, {""start"": 21, ""end"": 26, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 27, ""end"": 39, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 39, ""end"": 42, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 43, ""end"": 45, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 45, ""end"": 65, ""type"": ""DESC"", ""entity"": "" kilometers per hour.""}]"
66,"The sales revenue for the month4 should not be equal to $5,000.","[{""start"": 0, ""end"": 25, ""type"": ""DESC"", ""entity"": ""The sales revenue for the""}, {""start"": 26, ""end"": 32, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""month4""}, {""start"": 32, ""end"": 39, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 40, ""end"": 52, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 52, ""end"": 56, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 57, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5,000""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
67,The length of the rope 6 must not be equal to 1 meter.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The length of the""}, {""start"": 18, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""rope 6""}, {""start"": 24, ""end"": 30, ""type"": ""DESC"", ""entity"": "" must ""}, {""start"": 31, ""end"": 42, ""type"": ""ne"", ""entity"": ""ot be equal""}, {""start"": 42, ""end"": 45, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 46, ""end"": 47, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1""}, {""start"": 47, ""end"": 53, ""type"": ""DESC"", ""entity"": "" meter.""}]"
68,The level of humidity in the greenhouse 2 should not be equal to 60%.,"[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The level of humidity in the""}, {""start"": 29, ""end"": 41, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""greenhouse 2""}, {""start"": 41, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 49, ""end"": 61, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 61, ""end"": 64, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 65, ""end"": 67, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 67, ""end"": 68, ""type"": ""DESC"", ""entity"": ""%.""}]"
69,The number of dislikes on the post12 should not be equal to 100.,"[{""start"": 0, ""end"": 29, ""type"": ""DESC"", ""entity"": ""The number of dislikes on the""}, {""start"": 30, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""post12""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 56, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 56, ""end"": 59, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 60, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
70,The concentration of sugar in the solution 5 must not be equal to 3%.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The concentration of sugar in the""}, {""start"": 34, ""end"": 44, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""solution 5""}, {""start"": 44, ""end"": 49, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 50, ""end"": 62, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 62, ""end"": 65, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 66, ""end"": 67, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""3""}, {""start"": 67, ""end"": 68, ""type"": ""DESC"", ""entity"": ""%.""}]"
71,The time taken to complete the task8 should not be equal to 15 minutes.,"[{""start"": 0, ""end"": 30, ""type"": ""DESC"", ""entity"": ""The time taken to complete the""}, {""start"": 31, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""task8""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 56, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 56, ""end"": 59, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 60, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""15""}, {""start"": 62, ""end"": 70, ""type"": ""DESC"", ""entity"": "" minutes.""}]"
72,"The population of the city 6 should not be equal to 50,000 inhabitants.","[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The population of the""}, {""start"": 22, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city 6""}, {""start"": 28, ""end"": 35, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 36, ""end"": 48, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 48, ""end"": 51, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 52, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50,000""}, {""start"": 58, ""end"": 70, ""type"": ""DESC"", ""entity"": "" inhabitants.""}]"
73,The height of the building2 must not be equal to 30 stories.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The height of the""}, {""start"": 18, ""end"": 27, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""building2""}, {""start"": 27, ""end"": 32, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 33, ""end"": 45, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 45, ""end"": 48, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 49, ""end"": 51, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""30""}, {""start"": 51, ""end"": 59, ""type"": ""DESC"", ""entity"": "" stories.""}]"
74,The voting percentage in the election7 should not be equal to 40%.,"[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The voting percentage in the""}, {""start"": 29, ""end"": 38, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""election7""}, {""start"": 38, ""end"": 45, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 46, ""end"": 58, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 58, ""end"": 61, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 62, ""end"": 64, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""40""}, {""start"": 64, ""end"": 65, ""type"": ""DESC"", ""entity"": ""%.""}]"
75,The acidity level of the water 8 should not be equal to pH 5.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The acidity level of the""}, {""start"": 25, ""end"": 32, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""water 8""}, {""start"": 32, ""end"": 39, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 40, ""end"": 52, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 52, ""end"": 58, ""type"": ""DESC"", ""entity"": "" to pH""}, {""start"": 59, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
76,The score in the game3 must not be equal to 50 points.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The score in the""}, {""start"": 17, ""end"": 22, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""game3""}, {""start"": 22, ""end"": 27, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 28, ""end"": 40, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 40, ""end"": 43, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 44, ""end"": 46, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 46, ""end"": 53, ""type"": ""DESC"", ""entity"": "" points.""}]"
77,The attendance at the event 11 must not be equal to 500 participants.,"[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The attendance at the""}, {""start"": 22, ""end"": 30, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""event 11""}, {""start"": 30, ""end"": 35, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 36, ""end"": 48, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 48, ""end"": 51, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 52, ""end"": 55, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""500""}, {""start"": 55, ""end"": 68, ""type"": ""DESC"", ""entity"": "" participants.""}]"
78,"The salary of the employee 6 should not be equal to $40,000 per year.","[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The salary of the""}, {""start"": 18, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""employee 6""}, {""start"": 28, ""end"": 35, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 36, ""end"": 48, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 48, ""end"": 52, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 53, ""end"": 59, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""40,000""}, {""start"": 59, ""end"": 68, ""type"": ""DESC"", ""entity"": "" per year.""}]"
79,The age of the applicant 4 must not be equal to 30 years for the job position.,"[{""start"": 0, ""end"": 14, ""type"": ""DESC"", ""entity"": ""The age of the""}, {""start"": 15, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""applicant 4""}, {""start"": 26, ""end"": 31, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 32, ""end"": 45, ""type"": ""ne"", ""entity"": ""not be equal ""}, {""start"": 45, ""end"": 47, ""type"": ""DESC"", ""entity"": ""to""}, {""start"": 48, ""end"": 50, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""30""}, {""start"": 50, ""end"": 77, ""type"": ""DESC"", ""entity"": "" years for the job position.""}]"
80,The quantity in box1 must be equal to 50 units.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The quantity in""}, {""start"": 16, ""end"": 20, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box1""}, {""start"": 20, ""end"": 25, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 26, ""end"": 34, ""type"": ""eq"", ""entity"": ""be equal""}, {""start"": 34, ""end"": 37, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 38, ""end"": 40, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 40, ""end"": 46, ""type"": ""DESC"", ""entity"": "" units.""}]"
81,The speed of the car9 must be equal to 60 kilometers per hour.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The speed of the""}, {""start"": 17, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""car9""}, {""start"": 21, ""end"": 26, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 27, ""end"": 35, ""type"": ""eq"", ""entity"": ""be equal""}, {""start"": 35, ""end"": 38, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 39, ""end"": 41, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 41, ""end"": 61, ""type"": ""DESC"", ""entity"": "" kilometers per hour.""}]"
82,"The sales revenue for the month 4 must be equal to $5,000.","[{""start"": 0, ""end"": 25, ""type"": ""DESC"", ""entity"": ""The sales revenue for the""}, {""start"": 26, ""end"": 33, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""month 4""}, {""start"": 33, ""end"": 38, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 39, ""end"": 47, ""type"": ""eq"", ""entity"": ""be equal""}, {""start"": 47, ""end"": 51, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 52, ""end"": 57, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5,000""}, {""start"": 57, ""end"": 57, ""type"": ""DESC"", ""entity"": "".""}]"
83,The length of the rope6 must be equal to 1 meter.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The length of the""}, {""start"": 18, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""rope6""}, {""start"": 23, ""end"": 28, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 29, ""end"": 37, ""type"": ""ne"", ""entity"": ""be equal""}, {""start"": 37, ""end"": 40, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 41, ""end"": 42, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1""}, {""start"": 42, ""end"": 48, ""type"": ""DESC"", ""entity"": "" meter.""}]"
84,The level of humidity in the greenhouse 2 must be equal to 60%.,"[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The level of humidity in the""}, {""start"": 29, ""end"": 41, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""greenhouse 2""}, {""start"": 41, ""end"": 46, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 47, ""end"": 55, ""type"": ""eq"", ""entity"": ""be equal""}, {""start"": 55, ""end"": 58, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 59, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 61, ""end"": 62, ""type"": ""DESC"", ""entity"": ""%.""}]"
