,problem,problem_entities
37,The distance from destination 11 to destination 4 should be greater than the distance from destination 8 to destination 6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 49, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""destination 11 to destination 4""}, {""start"": 49, ""end"": 59, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 60, ""end"": 72, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 72, ""end"": 90, ""type"": ""DESC"", ""entity"": "" the distance from""}, {""start"": 91, ""end"": 121, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""destination 8 to destination 6""}, {""start"": 121, ""end"": 121, ""type"": ""DESC"", ""entity"": "".""}]"
38,The measure of separation between reference point 13 and reference point 5 should be greater than the measure of separation between reference point 16 and reference point 9.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 74, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference point 13 and reference point 5""}, {""start"": 74, ""end"": 84, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 85, ""end"": 97, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 97, ""end"": 131, ""type"": ""DESC"", ""entity"": "" the measure of separation between""}, {""start"": 132, ""end"": 172, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference point 16 and reference point 9""}, {""start"": 172, ""end"": 172, ""type"": ""DESC"", ""entity"": "".""}]"
39,The length between landmark 19 and landmark 7 should be greater than the length between landmark 14 and landmark 3.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 45, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark 19 and landmark 7""}, {""start"": 45, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 56, ""end"": 68, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 68, ""end"": 87, ""type"": ""DESC"", ""entity"": "" the length between""}, {""start"": 88, ""end"": 114, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark 14 and landmark 3""}, {""start"": 114, ""end"": 114, ""type"": ""DESC"", ""entity"": "".""}]"
40,The gap between position 6 and position 11 must be greater than the gap between position 15 and position 9.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 42, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""position 6 and position 11""}, {""start"": 42, ""end"": 50, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 51, ""end"": 63, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 63, ""end"": 79, ""type"": ""DESC"", ""entity"": "" the gap between""}, {""start"": 80, ""end"": 106, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""position 15 and position 9""}, {""start"": 106, ""end"": 106, ""type"": ""DESC"", ""entity"": "".""}]"
41,The difference in distance between marker 4 and marker 6 should be greater than the difference in distance between marker 11 and marker 3.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 56, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker 4 and marker 6""}, {""start"": 56, ""end"": 66, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 67, ""end"": 79, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 79, ""end"": 114, ""type"": ""DESC"", ""entity"": "" the difference in distance between""}, {""start"": 115, ""end"": 137, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker 11 and marker 3""}, {""start"": 137, ""end"": 137, ""type"": ""DESC"", ""entity"": "".""}]"
42,The extent of separation between reference spot 13 and reference spot 6 should contrast with the extent of separation between reference spot 9 and reference spot 17.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The extent of separation between""}, {""start"": 33, ""end"": 71, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference spot 13 and reference spot 6""}, {""start"": 71, ""end"": 78, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 79, ""end"": 87, ""type"": ""ne"", ""entity"": ""contrast""}, {""start"": 87, ""end"": 125, ""type"": ""DESC"", ""entity"": "" with the extent of separation between""}, {""start"": 126, ""end"": 164, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference spot 9 and reference spot 17""}, {""start"": 164, ""end"": 164, ""type"": ""DESC"", ""entity"": "".""}]"
43,The discrepancy between the gap from checkpoint 11 to checkpoint 4 and the gap from checkpoint 7 to checkpoint 14 should be discernible.,"[{""start"": 0, ""end"": 36, ""type"": ""DESC"", ""entity"": ""The discrepancy between the gap from""}, {""start"": 37, ""end"": 66, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 11 to checkpoint 4""}, {""start"": 66, ""end"": 83, ""type"": ""DESC"", ""entity"": "" and the gap from""}, {""start"": 84, ""end"": 113, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 7 to checkpoint 14""}, {""start"": 113, ""end"": 123, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 124, ""end"": 135, ""type"": ""ne"", ""entity"": ""discernible""}, {""start"": 135, ""end"": 135, ""type"": ""DESC"", ""entity"": "".""}]"
44,The divergence in length between point 6 and point 9 should be greater than the divergence in length between point 2 and point 9.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The divergence in length between""}, {""start"": 33, ""end"": 52, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point 6 and point 9""}, {""start"": 52, ""end"": 62, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 63, ""end"": 75, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 75, ""end"": 108, ""type"": ""DESC"", ""entity"": "" the divergence in length between""}, {""start"": 109, ""end"": 128, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point 2 and point 9""}, {""start"": 128, ""end"": 128, ""type"": ""DESC"", ""entity"": "".""}]"
45,The dissimilarity in distance between landmark 16 and landmark 9 should be greater than the dissimilarity in distance between landmark 7 and landmark 22.,"[{""start"": 0, ""end"": 37, ""type"": ""DESC"", ""entity"": ""The dissimilarity in distance between""}, {""start"": 38, ""end"": 64, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark 16 and landmark 9""}, {""start"": 64, ""end"": 74, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 75, ""end"": 87, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 87, ""end"": 125, ""type"": ""DESC"", ""entity"": "" the dissimilarity in distance between""}, {""start"": 126, ""end"": 152, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark 7 and landmark 22""}, {""start"": 152, ""end"": 152, ""type"": ""DESC"", ""entity"": "".""}]"
46,The variation in separation between spot 11 and spot 8 should be greater than the variation in separation between spot 6 and spot 14.,"[{""start"": 0, ""end"": 35, ""type"": ""DESC"", ""entity"": ""The variation in separation between""}, {""start"": 36, ""end"": 54, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot 11 and spot 8""}, {""start"": 54, ""end"": 64, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 65, ""end"": 77, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 77, ""end"": 113, ""type"": ""DESC"", ""entity"": "" the variation in separation between""}, {""start"": 114, ""end"": 132, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot 6 and spot 14""}, {""start"": 132, ""end"": 132, ""type"": ""DESC"", ""entity"": "".""}]"
47,The contrast in interval between node 19 and node 3 should be greater than the contrast in interval between node 15 and node 7.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The contrast in interval between""}, {""start"": 33, ""end"": 51, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node 19 and node 3""}, {""start"": 51, ""end"": 61, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 62, ""end"": 74, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 74, ""end"": 107, ""type"": ""DESC"", ""entity"": "" the contrast in interval between""}, {""start"": 108, ""end"": 126, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node 15 and node 7""}, {""start"": 126, ""end"": 126, ""type"": ""DESC"", ""entity"": "".""}]"
48,The discrepancy between the length from point 5 to point 13 and the length from point 18 to point 2 should be greater.,"[{""start"": 0, ""end"": 39, ""type"": ""DESC"", ""entity"": ""The discrepancy between the length from""}, {""start"": 40, ""end"": 59, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point 5 to point 13""}, {""start"": 59, ""end"": 79, ""type"": ""DESC"", ""entity"": "" and the length from""}, {""start"": 80, ""end"": 99, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point 18 to point 2""}, {""start"": 99, ""end"": 109, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 110, ""end"": 117, ""type"": ""gt"", ""entity"": ""greater""}, {""start"": 117, ""end"": 117, ""type"": ""DESC"", ""entity"": "".""}]"
49,The difference in distance between checkpoint 6 and checkpoint 11 should be greater than the difference in distance between checkpoint 9 and checkpoint 17.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 65, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 6 and checkpoint 11""}, {""start"": 65, ""end"": 75, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 76, ""end"": 88, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 88, ""end"": 123, ""type"": ""DESC"", ""entity"": "" the difference in distance between""}, {""start"": 124, ""end"": 154, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 9 and checkpoint 17""}, {""start"": 154, ""end"": 154, ""type"": ""DESC"", ""entity"": "".""}]"
50,The distance between marker 7 and marker 12 must be greater than or equal to the distance between marker 5 and marker 18.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 43, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker 7 and marker 12""}, {""start"": 43, ""end"": 51, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 52, ""end"": 73, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 73, ""end"": 97, ""type"": ""DESC"", ""entity"": "" to the distance between""}, {""start"": 98, ""end"": 120, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker 5 and marker 18""}, {""start"": 120, ""end"": 120, ""type"": ""DESC"", ""entity"": "".""}]"
51,The separation from location 6 to location 11 should be greater than or equal to the separation from location 3 to location 17.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 46, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""location 6 to location 11 ""}, {""start"": 46, ""end"": 55, ""type"": ""DESC"", ""entity"": ""should be""}, {""start"": 56, ""end"": 77, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 77, ""end"": 100, ""type"": ""DESC"", ""entity"": "" to the separation from""}, {""start"": 101, ""end"": 126, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""location 3 to location 17""}, {""start"": 126, ""end"": 126, ""type"": ""DESC"", ""entity"": "".""}]"
52,The interval between checkpoint 14 and checkpoint 5 ought to be greater than or equal to the interval between checkpoint 3 and checkpoint 7.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 51, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 14 and checkpoint 5""}, {""start"": 51, ""end"": 63, ""type"": ""DESC"", ""entity"": "" ought to be""}, {""start"": 64, ""end"": 85, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 85, ""end"": 109, ""type"": ""DESC"", ""entity"": "" to the interval between""}, {""start"": 110, ""end"": 139, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 3 and checkpoint 7""}, {""start"": 139, ""end"": 139, ""type"": ""DESC"", ""entity"": "".""}]"
53,The space separating spot 9 and spot 15 should be greater than or equal to the space separating spot 6 and spot 15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 39, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot 9 and spot 15""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 71, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 71, ""end"": 95, ""type"": ""DESC"", ""entity"": "" to the space separating""}, {""start"": 96, ""end"": 114, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot 6 and spot 15""}, {""start"": 114, ""end"": 114, ""type"": ""DESC"", ""entity"": "".""}]"
54,The span between node 22 and node 12 must be greater than or equal to the span between node 10 and node 12.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The span between""}, {""start"": 17, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node 22 and node 12""}, {""start"": 36, ""end"": 44, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 45, ""end"": 66, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 66, ""end"": 86, ""type"": ""DESC"", ""entity"": "" to the span between""}, {""start"": 87, ""end"": 106, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node 10 and node 12""}, {""start"": 106, ""end"": 106, ""type"": ""DESC"", ""entity"": "".""}]"
55,The distance from destination 11 to destination 4 should be greater than or equal to the distance from destination 8 to destination 6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 49, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""destination 11 to destination 4""}, {""start"": 49, ""end"": 59, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 60, ""end"": 81, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 81, ""end"": 102, ""type"": ""DESC"", ""entity"": "" to the distance from""}, {""start"": 103, ""end"": 133, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""destination 8 to destination 6""}, {""start"": 133, ""end"": 133, ""type"": ""DESC"", ""entity"": "".""}]"
56,The measure of separation between reference point 13 and reference point 5 should be greater than or equal to the measure of separation between reference point 16 and reference point 9.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 74, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference point 13 and reference point 5""}, {""start"": 74, ""end"": 84, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 85, ""end"": 106, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 106, ""end"": 143, ""type"": ""DESC"", ""entity"": "" to the measure of separation between""}, {""start"": 144, ""end"": 184, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference point 16 and reference point 9""}, {""start"": 184, ""end"": 184, ""type"": ""DESC"", ""entity"": "".""}]"
57,The length between landmark 19 and landmark 7 should be greater than or equal to the length between landmark 14 and landmark 3.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 45, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark 19 and landmark 7""}, {""start"": 45, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 56, ""end"": 77, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 77, ""end"": 99, ""type"": ""DESC"", ""entity"": "" to the length between""}, {""start"": 100, ""end"": 126, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark 14 and landmark 3""}, {""start"": 126, ""end"": 126, ""type"": ""DESC"", ""entity"": "".""}]"
58,The gap between position 6 and position 11 must be greater than or equal to the gap between position 15 and position 9.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 42, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""position 6 and position 11""}, {""start"": 42, ""end"": 50, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 51, ""end"": 72, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 72, ""end"": 91, ""type"": ""DESC"", ""entity"": "" to the gap between""}, {""start"": 92, ""end"": 118, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""position 15 and position 9""}, {""start"": 118, ""end"": 118, ""type"": ""DESC"", ""entity"": "".""}]"
59,The difference in distance between marker 4 and marker 6 should be greater than or equal to the difference in distance between marker 11 and marker 3.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 56, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker 4 and marker 6""}, {""start"": 56, ""end"": 66, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 67, ""end"": 88, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 88, ""end"": 126, ""type"": ""DESC"", ""entity"": "" to the difference in distance between""}, {""start"": 127, ""end"": 149, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker 11 and marker 3""}, {""start"": 149, ""end"": 149, ""type"": ""DESC"", ""entity"": "".""}]"
62,The divergence in length between point 6 and point 9 should be greater than or equal to the divergence in length between point 2 and point 9.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The divergence in length between""}, {""start"": 33, ""end"": 52, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point 6 and point 9""}, {""start"": 52, ""end"": 62, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 63, ""end"": 84, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 84, ""end"": 120, ""type"": ""DESC"", ""entity"": "" to the divergence in length between""}, {""start"": 121, ""end"": 140, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point 2 and point 9""}, {""start"": 140, ""end"": 140, ""type"": ""DESC"", ""entity"": "".""}]"
63,The dissimilarity in distance between landmark 16 and landmark 9 should be greater than or equal to the dissimilarity in distance between landmark 7 and landmark 22.,"[{""start"": 0, ""end"": 37, ""type"": ""DESC"", ""entity"": ""The dissimilarity in distance between""}, {""start"": 38, ""end"": 64, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark 16 and landmark 9""}, {""start"": 64, ""end"": 74, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 75, ""end"": 96, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 96, ""end"": 137, ""type"": ""DESC"", ""entity"": "" to the dissimilarity in distance between""}, {""start"": 138, ""end"": 164, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark 7 and landmark 22""}, {""start"": 164, ""end"": 164, ""type"": ""DESC"", ""entity"": "".""}]"
64,The variation in separation between spot 11 and spot 8 should be greater than or equal to the variation in separation between spot 6 and spot 14.,"[{""start"": 0, ""end"": 35, ""type"": ""DESC"", ""entity"": ""The variation in separation between""}, {""start"": 36, ""end"": 54, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot 11 and spot 8""}, {""start"": 54, ""end"": 64, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 65, ""end"": 87, ""type"": ""ge"", ""entity"": ""greater than or equal ""}, {""start"": 87, ""end"": 125, ""type"": ""DESC"", ""entity"": ""to the variation in separation between""}, {""start"": 126, ""end"": 144, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot 6 and spot 14""}, {""start"": 144, ""end"": 144, ""type"": ""DESC"", ""entity"": "".""}]"
65,The contrast in interval between node 19 and node 3 should be greater than or equal to the contrast in interval between node 15 and node 7.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The contrast in interval between""}, {""start"": 33, ""end"": 51, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node 19 and node 3""}, {""start"": 51, ""end"": 61, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 62, ""end"": 83, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 83, ""end"": 119, ""type"": ""DESC"", ""entity"": "" to the contrast in interval between""}, {""start"": 120, ""end"": 138, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node 15 and node 7""}, {""start"": 138, ""end"": 138, ""type"": ""DESC"", ""entity"": "".""}]"
66,The discrepancy between the length from point 5 to point 13 and the length from point 18 to point 2 should be greater than or equal to.,"[{""start"": 0, ""end"": 39, ""type"": ""DESC"", ""entity"": ""The discrepancy between the length from""}, {""start"": 40, ""end"": 59, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point 5 to point 13""}, {""start"": 59, ""end"": 79, ""type"": ""DESC"", ""entity"": "" and the length from""}, {""start"": 80, ""end"": 99, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point 18 to point 2""}, {""start"": 99, ""end"": 109, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 110, ""end"": 131, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 131, ""end"": 134, ""type"": ""DESC"", ""entity"": "" to.""}]"
67,The difference in distance between checkpoint 6 and checkpoint 11 should be greater than or equal to the difference in distance between checkpoint 9 and checkpoint 17.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 65, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 6 and checkpoint 11""}, {""start"": 65, ""end"": 75, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 76, ""end"": 97, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 97, ""end"": 135, ""type"": ""DESC"", ""entity"": "" to the difference in distance between""}, {""start"": 136, ""end"": 166, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 9 and checkpoint 17""}, {""start"": 166, ""end"": 166, ""type"": ""DESC"", ""entity"": "".""}]"
68,The distance between marker 7 and marker 12 must be less than the distance between marker 5 and marker 18.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 43, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker 7 and marker 12""}, {""start"": 43, ""end"": 51, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 52, ""end"": 61, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 61, ""end"": 82, ""type"": ""DESC"", ""entity"": "" the distance between""}, {""start"": 83, ""end"": 105, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker 5 and marker 18""}, {""start"": 105, ""end"": 105, ""type"": ""DESC"", ""entity"": "".""}]"
69,The separation from location 6 to location 11 should be less than the separation from location 3 to location 17.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 45, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""location 6 to location 11""}, {""start"": 45, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 56, ""end"": 64, ""type"": ""lt"", ""entity"": ""less tha""}, {""start"": 64, ""end"": 85, ""type"": ""DESC"", ""entity"": ""n the separation from""}, {""start"": 86, ""end"": 111, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""location 3 to location 17""}, {""start"": 111, ""end"": 111, ""type"": ""DESC"", ""entity"": "".""}]"
70,The interval between checkpoint 14 and checkpoint 5 ought to be less than the interval between checkpoint 3 and checkpoint 7.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 51, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 14 and checkpoint 5""}, {""start"": 51, ""end"": 63, ""type"": ""DESC"", ""entity"": "" ought to be""}, {""start"": 64, ""end"": 73, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 73, ""end"": 94, ""type"": ""DESC"", ""entity"": "" the interval between""}, {""start"": 95, ""end"": 124, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 3 and checkpoint 7""}, {""start"": 124, ""end"": 124, ""type"": ""DESC"", ""entity"": "".""}]"
71,The space separating spot 9 and spot 15 should be less than the space separating spot 6 and spot 15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 39, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot 9 and spot 15""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 59, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 59, ""end"": 80, ""type"": ""DESC"", ""entity"": "" the space separating""}, {""start"": 81, ""end"": 99, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot 6 and spot 15""}, {""start"": 99, ""end"": 99, ""type"": ""DESC"", ""entity"": "".""}]"
72,The span between node 22 and node 12 must be less than the span between node 10 and node 12.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The span between""}, {""start"": 17, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node 22 and node 12""}, {""start"": 36, ""end"": 44, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 45, ""end"": 54, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 54, ""end"": 71, ""type"": ""DESC"", ""entity"": "" the span between""}, {""start"": 72, ""end"": 91, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node 10 and node 12""}, {""start"": 91, ""end"": 91, ""type"": ""DESC"", ""entity"": "".""}]"
73,The distance from destination 11 to destination 4 should be less than the distance from destination 8 to destination 6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 49, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""destination 11 to destination 4""}, {""start"": 49, ""end"": 59, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 60, ""end"": 69, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 69, ""end"": 87, ""type"": ""DESC"", ""entity"": "" the distance from""}, {""start"": 88, ""end"": 118, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""destination 8 to destination 6""}, {""start"": 118, ""end"": 118, ""type"": ""DESC"", ""entity"": "".""}]"
74,The measure of separation between reference point 13 and reference point 5 should be less than the measure of separation between reference point 16 and reference point 9.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 74, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference point 13 and reference point 5""}, {""start"": 74, ""end"": 84, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 85, ""end"": 94, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 94, ""end"": 128, ""type"": ""DESC"", ""entity"": "" the measure of separation between""}, {""start"": 129, ""end"": 169, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference point 16 and reference point 9""}, {""start"": 169, ""end"": 169, ""type"": ""DESC"", ""entity"": "".""}]"
